ID,Email Address,first name,last name,grade point average,Gender,major,birthday,language,national code,Disciplinary case,passed course unit,enterning year
5863,Summer_Huggins961072168@1kmd3.zone,Summer,Huggins,12.17,Female,Conflict Resolution,2/6/1381,Polish,18225975,FALSE,112,1397
5864,Ronald_Davies538210191@cdpfn.autos,Ronald,Davies,12.63,Male,Decision Making,4/10/1378,Hindi,16168048,FALSE,63,1399
5865,Molly_Rigg816367578@y96lx.net,Molly,Rigg,19.73,Female,Learning,11/7/1380,Russian,14893683,FALSE,52,1397
5866,Josh_Yarwood183865752@cke3u.zone,Josh,Yarwood,17.41,Male,Leadership,5/4/1380,Assamese,14029432,FALSE,10,1400
5867,Ryan_Snow1789608846@iscmr.online,Ryan,Snow,15.97,Male,Work Under Pressure,1/18/1379,Hungarian,14547372,FALSE,76,1398
5868,Mason_Vincent560923815@ds59r.edu,Mason,Vincent,14.33,Male,Leadership,3/11/1379,Bhojpuri,12569890,FALSE,107,1397
5869,Johnathan_Mitchell1617505386@karnv.edu,Johnathan,Mitchell,12.39,Male,Conflict Resolution,6/1/1380,Urdu,14668366,FALSE,29,1398
5870,Darlene_Uddin113436636@gnjps.org,Darlene,Uddin,16.96,Female,Communication,12/24/1383,Greek,19704196,FALSE,111,1401
5871,Boris_Parker313022634@chkzl.net,Boris,Parker,12.17,Male,Adaptability,7/18/1377,German,11789757,FALSE,90,1400
5872,Josh_Devonport1210911084@avn7d.name,Josh,Devonport,19.66,Male,Learning,9/19/1383,Russian,11794787,FALSE,135,1397
5873,Mina_Clayton1485516611@dbxli.space,Mina,Clayton,18.42,Female,Teamwork,8/7/1383,Uyghur,18933495,FALSE,96,1397
5874,Carl_Myatt28267124@bqkv0.host,Carl,Myatt,19.16,Male,Learning,12/11/1381,Hungarian,12423951,FALSE,141,1397
5875,Phillip_Morley1276882258@fhuux.zone,Phillip,Morley,15.71,Male,Self-motivation,1/29/1383,Fula,15115951,FALSE,110,1398
5876,Matthew_Faulkner1609104523@ckzyi.app,Matthew,Faulkner,16.07,Male,Learning,2/4/1379,Hindi,10945300,FALSE,15,1399
5877,Mark_Collis502202113@zynuu.page,Mark,Collis,15.48,Male,Communication,2/10/1379,Serbo-Croatian,18060166,FALSE,100,1401
5878,Leanne_Michael1391223004@yafr7.center,Leanne,Michael,18.48,Female,Work Under Pressure,1/2/1379,English,18391556,FALSE,133,1399
5879,Chester_Hepburn1445672586@evyvh.tech,Chester,Hepburn,12.58,Male,Conflict Resolution,1/31/1383,Hungarian,13682923,FALSE,124,1400
5880,Skylar_Vallins247952293@3wbkp.page,Skylar,Vallins,15.97,Female,Communication,4/5/1378,Persian,16560867,FALSE,83,1400
5881,Greta_Boden1796684988@cke3u.services,Greta,Boden,14.8,Female,Adaptability,7/24/1379,Pashto,19274175,FALSE,8,1397
5882,Gloria_Parker1574020440@fhuux.works,Gloria,Parker,16,Female,Learning,8/12/1380,Amharic,18164063,FALSE,113,1401
5883,Rosemary_Richardson1690531072@y96lx.host,Rosemary,Richardson,12.27,Female,Conflict Resolution,6/1/1380,Italian,17847059,FALSE,61,1398
5884,Benny_Aldridge1814523174@crzq7.autos,Benny,Aldridge,15.28,Male,Learning,1/11/1378,Italian,12531180,FALSE,106,1398
5885,Samara_Collins13821261@jcf8v.shop,Samara,Collins,16.3,Female,Leadership,7/29/1378,English,12515922,FALSE,19,1399
5886,Barry_Truscott1425308459@ckzyi.name,Barry,Truscott,17.51,Male,Work Under Pressure,3/11/1381,Arabic,13612095,FALSE,128,1399
5887,Aiden_Wise586318440@cke3u.app,Aiden,Wise,14.25,Male,Time Management,3/30/1379,Somali,10358224,FALSE,129,1397
5888,Aileen_Crawford1800454787@jh02o.property,Aileen,Crawford,17.78,Female,Teamwork,5/1/1379,Vietnamese,12895793,FALSE,129,1401
5889,Rufus_Phillips1630851582@cke3u.auction,Rufus,Phillips,15.92,Male,Learning,7/31/1381,Gan Chinese,18754758,FALSE,94,1400
5890,Remy_Lomax806714057@ohqqh.works,Remy,Lomax,13.74,Female,Self-motivation,8/5/1380,Wu,19501057,FALSE,100,1398
5891,Charlotte_Simmons1225763689@6ijur.autos,Charlotte,Simmons,17.96,Female,Self-motivation,9/15/1382,Spanish,19788550,FALSE,64,1397
5892,Juliette_Yarlett2142441459@v1wn5.video,Juliette,Yarlett,18.4,Female,Work Under Pressure,9/15/1378,Amharic,16933314,FALSE,74,1398
5893,Clarissa_Richards716263707@yafr7.biz,Clarissa,Richards,15.06,Female,Learning,9/17/1378,Korean,14557854,FALSE,133,1397
5894,Hank_Jackson313284988@nmz0p.design,Hank,Jackson,18.08,Male,Communication,4/22/1384,French,13898176,FALSE,117,1397
5895,Clarissa_Baxter689636992@ds59r.info,Clarissa,Baxter,19.74,Female,Teamwork,1/26/1379,Korean,13500591,FALSE,56,1400
5896,Harmony_Kaur192746004@hepmv.meet,Harmony,Kaur,13.27,Female,Conflict Resolution,8/20/1377,Ukrainian,11216487,FALSE,53,1401
5897,Tom_Allen725407924@d9un8.design,Tom,Allen,18.59,Male,Leadership,3/7/1379,Ukrainian,18834063,FALSE,54,1400
5898,Gemma_Connell1987859524@nanoff.site,Gemma,Connell,13.89,Female,Adaptability,1/15/1384,Uzbek,13718903,FALSE,61,1401
5899,Ronald_Russell362499058@dbxli.us,Ronald,Russell,13.57,Male,Leadership,5/20/1381,Hakka,19951904,FALSE,77,1397
5900,Anabel_Woodley421104938@1wa8o.media,Anabel,Woodley,15.54,Female,Leadership,11/28/1382,French,15408362,FALSE,112,1398
5901,Clarissa_Walsh1041495680@xtwt3.meet,Clarissa,Walsh,15.33,Female,Work Under Pressure,3/6/1382,Italian,14292029,FALSE,62,1401
5902,Caitlyn_Squire1197316651@cke3u.solutions,Caitlyn,Squire,14.49,Female,Learning,2/10/1383,Serbo-Croatian,18334347,FALSE,102,1400
5903,Tyson_Blackburn399527014@iscmr.audio,Tyson,Blackburn,15.16,Male,Time Management,10/13/1378,Persian,19730235,FALSE,60,1398
5904,Bart_Healy613137210@zynuu.digital,Bart,Healy,15.7,Male,Time Management,2/22/1384,Czech,11276273,FALSE,76,1399
5905,Daniel_Tindall604776117@hepmv.tech,Daniel,Tindall,15.27,Male,Adaptability,9/5/1383,Persian,16395790,FALSE,74,1397
5906,Chester_Dixon2029974770@nanoff.video,Chester,Dixon,19.8,Male,Communication,11/18/1380,Spanish,14319727,FALSE,38,1400
5907,Andrea_Janes1640497749@gkvds.website,Andrea,Janes,19.54,Female,Self-motivation,9/11/1381,Chittagonian,10862561,FALSE,10,1401
5908,Cedrick_Hogg1901996318@jcf8v.host,Cedrick,Hogg,19.11,Male,Time Management,11/19/1383,Punjabi,11433177,FALSE,14,1398
5909,Bryon_Thomson1811911876@cke3u.info,Bryon,Thomson,12.25,Male,Communication,7/3/1379,Arabic,19624325,FALSE,133,1400
5910,Harvey_Vincent1056408107@ds59r.auction,Harvey,Vincent,18.6,Male,Conflict Resolution,4/30/1378,Persian,10404622,FALSE,111,1397
5911,Mason_Stone1499201721@ckzyi.auction,Mason,Stone,12.44,Male,Conflict Resolution,10/14/1378,Hindi,15657762,FALSE,18,1401
5912,Barney_Denton1333684157@yvu30.autos,Barney,Denton,14.91,Male,Communication,9/19/1377,Yue,16966759,FALSE,110,1397
5913,Joseph_Robinson650388341@1kmd3.directory,Joseph,Robinson,18.28,Male,Learning,9/4/1383,Japanese,18964853,FALSE,129,1397
5914,Elena_Keys1778521113@nmz0p.design,Elena,Keys,19.29,Female,Learning,8/25/1379,Malaysian,18354205,FALSE,44,1400
5915,Martin_Mason588455633@ag5wi.audio,Martin,Mason,17.94,Male,Decision Making,5/12/1384,Nepali,10545974,FALSE,134,1401
5916,Wade_Cassidy1505752148@xqj6f.site,Wade,Cassidy,17.75,Male,Conflict Resolution,10/10/1383,Yoruba,14794263,FALSE,75,1401
5917,Gwen_Gallacher303335079@yahoo.org,Gwen,Gallacher,15.94,Female,Time Management,12/28/1382,Uzbek,12277224,FALSE,64,1401
5918,Rebecca_Bryant1938347980@ckzyi.store,Rebecca,Bryant,18.33,Female,Conflict Resolution,5/30/1382,Assamese,18709469,FALSE,40,1397
5919,Rocco_Parker244678866@yahoo.digital,Rocco,Parker,14.89,Male,Leadership,2/16/1381,Korean,17742932,FALSE,71,1398
5920,Melanie_John1183002868@dvqq2.club,Melanie,John,17.41,Female,Learning,2/28/1380,English,17298235,FALSE,109,1397
5921,Hayden_Whittle879994439@ptr6k.website,Hayden,Whittle,18.34,Male,Learning,5/13/1378,Korean,10823881,FALSE,35,1398
5922,Michaela_Robertson1340125781@cdpfn.net,Michaela,Robertson,12.17,Female,Decision Making,3/19/1378,Sundanese,11758232,FALSE,129,1399
5923,Lillian_Lindop1945226096@ds59r.website,Lillian,Lindop,12.47,Female,Conflict Resolution,2/23/1384,Hindi,19374077,FALSE,116,1398
5924,Jenna_Vince2075878701@fhuux.catering,Jenna,Vince,12.98,Female,Time Management,12/13/1383,Yue,11490319,FALSE,65,1401
5925,Aiden_Russell460270335@cdpfn.media,Aiden,Russell,13.55,Male,Work Under Pressure,4/6/1381,Yoruba,17550434,FALSE,107,1399
5926,Ramon_Fleming310635871@mpibr.zone,Ramon,Fleming,19.45,Male,Conflict Resolution,7/1/1380,Spanish,19565716,FALSE,14,1399
5927,Chad_Khan803899547@voylg.biz,Chad,Khan,13.68,Male,Work Under Pressure,12/17/1383,Fula,17677101,FALSE,34,1398
5928,Aiden_Alldridge147678203@ag5wi.services,Aiden,Alldridge,15.48,Male,Self-motivation,10/26/1377,Mandarin,15330401,FALSE,21,1400
5929,Chuck_Campbell89149044@kyb7t.website,Chuck,Campbell,19.28,Male,Teamwork,7/4/1381,Arabic,13532649,FALSE,15,1398
5930,Clint_Benfield1466913510@c2nyu.us,Clint,Benfield,16.44,Male,Time Management,2/10/1384,Urdu,17748217,FALSE,91,1399
5931,Julianna_Hamilton1237443352@cdpfn.edu,Julianna,Hamilton,19.87,Female,Conflict Resolution,8/9/1377,Ukrainian,18808646,FALSE,104,1398
5932,Greta_Harper361760074@xqj6f.edu,Greta,Harper,14.08,Female,Adaptability,11/29/1383,Tamil,13707644,FALSE,133,1401
5933,Tony_Trent471854406@jcf8v.meet,Tony,Trent,16.45,Male,Decision Making,1/3/1383,Sindhi,12038748,FALSE,129,1398
5934,Tyler_Forester991793301@zynuu.com,Tyler,Forester,18.74,Male,Self-motivation,9/2/1381,Yoruba,11308755,FALSE,108,1400
5935,Lucas_Sawyer155746074@d9un8.audio,Lucas,Sawyer,15.35,Male,Teamwork,2/22/1384,Ukrainian,10593633,FALSE,118,1400
5936,Jack_Asher47575499@nanoff.services,Jack,Asher,13.37,Male,Work Under Pressure,7/10/1378,Portuguese,18991389,FALSE,134,1401
5937,Erick_Bradshaw918095264@yafr7.press,Erick,Bradshaw,12.09,Male,Self-motivation,1/26/1378,Korean,19185935,FALSE,6,1398
5938,Barry_Warner611260268@iscmr.autos,Barry,Warner,15.99,Male,Adaptability,7/27/1379,Serbo-Croatian,16482468,FALSE,56,1397
5939,Alexia_Reading1650178462@c2nyu.meet,Alexia,Reading,12.92,Female,Conflict Resolution,8/30/1380,English,15229550,FALSE,113,1399
5940,Liam_Roscoe1818426722@yvu30.name,Liam,Roscoe,13.03,Male,Time Management,12/20/1379,Spanish,12793540,FALSE,134,1399
5941,Clint_Bolton1350495903@ckzyi.video,Clint,Bolton,16.55,Male,Time Management,4/17/1379,Somali,12481824,FALSE,4,1398
5942,Angelina_Shields1582162220@c2nyu.app,Angelina,Shields,16.97,Female,Teamwork,12/26/1378,Gan Chinese,10657169,FALSE,120,1398
5943,Elise_Todd1015651442@xqj6f.pro,Elise,Todd,12.17,Female,Time Management,5/17/1379,Vietnamese,14925697,FALSE,43,1400
5944,Peter_Milner878499775@p5emz.autos,Peter,Milner,16.12,Male,Adaptability,5/2/1383,Azerbaijani,18916706,FALSE,2,1398
5945,Lorraine_Bradley2115435381@crzq7.biz,Lorraine,Bradley,16.72,Female,Communication,7/25/1380,Romanian,12179643,FALSE,10,1397
5946,Emma_Wilcox467057417@cdpfn.app,Emma,Wilcox,14.01,Female,Work Under Pressure,4/24/1379,Pashto,13035926,FALSE,6,1399
5947,Alan_Truscott1770444334@chkzl.com,Alan,Truscott,16.93,Male,Adaptability,3/31/1378,Yue,12970642,FALSE,24,1397
5948,Belinda_Adams358096966@ds59r.services,Belinda,Adams,18.96,Female,Self-motivation,11/19/1378,Bengali,13383528,FALSE,79,1397
5949,Mona_Fenton483639739@voylg.directory,Mona,Fenton,18.69,Female,Self-motivation,11/13/1378,Mandarin,15650059,FALSE,109,1397
5950,Chuck_Maxwell1767655357@qu9ml.pro,Chuck,Maxwell,12.56,Male,Adaptability,4/12/1383,Chittagonian,18662307,FALSE,123,1400
5951,Alexia_Calderwood346149395@c2nyu.center,Alexia,Calderwood,13.41,Female,Communication,3/23/1382,Polish,10458152,FALSE,82,1400
5952,Vicky_Fall903724378@d9un8.tech,Vicky,Fall,14.06,Female,Decision Making,4/13/1383,Russian,19689412,FALSE,97,1401
5953,Alma_Coll1978140352@gkvds.club,Alma,Coll,16.38,Female,Teamwork,2/8/1379,Yoruba,13554827,FALSE,93,1400
5954,Elise_Stone 793062868@yvu30.business,Elise,Stone ,14.05,Female,Teamwork,7/28/1381,Gan Chinese,15204595,FALSE,96,1401
5955,Hank_Baker656866533@cdpfn.app,Hank,Baker,19.75,Male,Teamwork,7/10/1379,Wu,14497969,FALSE,100,1397
5956,Anthony_Varley407565567@crzq7.ca,Anthony,Varley,16.32,Male,Communication,3/15/1383,Chinese,14177731,FALSE,32,1397
5957,Peyton_Verdon475537168@ckzyi.design,Peyton,Verdon,19.58,Female,Learning,10/7/1382,Uzbek,18777297,FALSE,90,1401
5958,Paula_Kent1770756690@bu2lo.center,Paula,Kent,19.21,Female,Conflict Resolution,10/10/1381,Uzbek,14872393,FALSE,106,1400
5959,Carl_Knott1883450722@ptr6k.digital,Carl,Knott,16.43,Male,Teamwork,11/14/1382,Greek,15439512,FALSE,99,1399
5960,Norah_Vane1843005047@ckzyi.catering,Norah,Vane,17.4,Female,Conflict Resolution,2/18/1383,Bengali,16363507,FALSE,43,1401
5961,Kurt_Hastings2106758594@uagvw.store,Kurt,Hastings,16.86,Male,Leadership,3/6/1384,Arabic,13296261,FALSE,41,1398
5962,Anthony_Kennedy1347267549@kyb7t.auction,Anthony,Kennedy,12.63,Male,Conflict Resolution,7/31/1380,Somali,15570324,FALSE,56,1401
5963,Oliver_London132696163@p5emz.works,Oliver,London,14,Male,Self-motivation,6/1/1384,Hungarian,15305969,FALSE,55,1397
5964,Alan_Bennett1348034064@cke3u.info,Alan,Bennett,15.97,Male,Decision Making,1/14/1381,Thai,16216409,FALSE,104,1401
5965,Penny_Johnson1599987877@qu9ml.design,Penny,Johnson,15.87,Female,Time Management,4/30/1378,Pashto,17652338,FALSE,92,1401
5966,Michaela_Cattell677926297@yvu30.autos,Michaela,Cattell,15.31,Female,Work Under Pressure,6/29/1379,Wu,13714859,FALSE,69,1399
5967,Bob_Wise684465453@ptr6k.biz,Bob,Wise,12.72,Male,Adaptability,1/10/1380,Swedish,18980056,FALSE,102,1397
5968,Macy_Matthews1682573464@cke3u.name,Macy,Matthews,18.06,Female,Teamwork,1/23/1379,Assamese,17219057,FALSE,7,1399
5969,Elena_Waterson1802541848@ag5wi.club,Elena,Waterson,18.69,Female,Time Management,5/19/1379,Yue,13704170,FALSE,41,1400
5970,Janice_Russell237920137@yfxpw.software,Janice,Russell,19.26,Female,Work Under Pressure,3/31/1380,Korean,18089565,FALSE,29,1398
5971,Kaylee_Fields683318283@evyvh.store,Kaylee,Fields,19.02,Female,Leadership,2/18/1383,Swedish,14521296,FALSE,46,1397
5972,Estrella_Vince2112016553@qu9ml.software,Estrella,Vince,15.51,Female,Adaptability,12/17/1381,Uyghur,19270998,FALSE,32,1401
5973,Morgan_Bell1677962489@jcf8v.us,Morgan,Bell,19.98,Female,Work Under Pressure,6/29/1381,Czech,12470098,FALSE,3,1399
5974,Joy_Varley1726587630@gkvds.directory,Joy,Varley,15.31,Female,Time Management,5/8/1383,Chittagonian,17291706,FALSE,129,1398
5975,Maria_Allen1752913833@jcf8v.tech,Maria,Allen,15.64,Female,Communication,12/11/1377,Turkish,19462387,FALSE,140,1401
5976,Erick_Tobin1723792724@ohqqh.club,Erick,Tobin,18.3,Male,Leadership,5/4/1384,Russian,14998187,FALSE,21,1400
5977,Cecilia_Carter736623317@qu9ml.business,Cecilia,Carter,18.83,Female,Self-motivation,3/2/1383,Romanian,17453084,FALSE,25,1397
5978,Ryan_Hardwick833826872@3wbkp.ca,Ryan,Hardwick,15.59,Male,Self-motivation,10/5/1381,Portuguese,11930520,FALSE,103,1399
5979,Denis_Crawley885949328@d9un8.tech,Denis,Crawley,14.9,Male,Adaptability,5/3/1380,Hungarian,10773604,FALSE,106,1400
5980,Josh_Griffiths780995332@kyb7t.club,Josh,Griffiths,16.19,Male,Decision Making,8/11/1377,Punjabi,19115606,FALSE,117,1397
5981,Julius_Richardson1217008896@v1wn5.page,Julius,Richardson,12.99,Male,Adaptability,1/30/1380,Uzbek,16401668,FALSE,88,1399
5982,Javier_Moore1110260211@iaart.center,Javier,Moore,13.47,Male,Self-motivation,10/2/1381,Uyghur,12847262,FALSE,5,1398
5983,Kurt_Judd556884888@nb44i.us,Kurt,Judd,15.75,Male,Leadership,10/27/1378,Polish,19819765,FALSE,63,1397
5984,Chester_Lindsay221457207@bcfhs.center,Chester,Lindsay,15.67,Male,Decision Making,4/26/1382,Spanish,12191942,FALSE,67,1401
5985,Makena_Owen1422169760@jcf8v.video,Makena,Owen,18.2,Female,Leadership,1/31/1382,Vietnamese,14473579,FALSE,49,1400
5986,Ema_Silva916567209@nmz0p.works,Ema,Silva,17.94,Female,Time Management,8/25/1378,Thai,19921940,FALSE,83,1399
5987,Jules_Steer462158413@yafr7.autos,Jules,Steer,14.2,Female,Communication,4/8/1379,Nepali,10737483,FALSE,41,1401
5988,Eryn_Allen920117582@jcf8v.center,Eryn,Allen,12.05,Female,Time Management,8/14/1383,Turkish,11049891,FALSE,43,1400
5989,Liam_Khan169674928@yfxpw.mobi,Liam,Khan,18.61,Male,Leadership,10/28/1377,Portuguese,10695144,FALSE,15,1398
5990,Mike_Norman1073808239@urn0m.solutions,Mike,Norman,18.47,Male,Learning,6/26/1380,Pashto,13469358,FALSE,49,1398
5991,Sienna_Mitchell1748344148@bcfhs.services,Sienna,Mitchell,16.33,Female,Leadership,1/26/1380,Bhojpuri,10111631,FALSE,106,1398
5992,Martin_Wright309873767@fhuux.store,Martin,Wright,17.43,Male,Conflict Resolution,10/5/1381,Yue,19301943,FALSE,42,1401
5993,Catherine_Truscott250102156@evyvh.pro,Catherine,Truscott,18.5,Female,Time Management,5/20/1380,Chinese,18959813,FALSE,10,1400
5994,Aiden_Hamilton916806269@nb44i.net,Aiden,Hamilton,13.79,Male,Adaptability,11/14/1382,Vietnamese,15142190,FALSE,42,1399
5995,Logan_Brooks1757259285@1wa8o.audio,Logan,Brooks,16.9,Female,Time Management,11/20/1383,Hindi,19887535,FALSE,129,1398
5996,Russel_Fowler1155890060@uagvw.center,Russel,Fowler,12.7,Male,Adaptability,7/22/1382,Yoruba,19757302,FALSE,54,1400
5997,Mavis_Roberts1641835879@yafr7.digital,Mavis,Roberts,18.24,Female,Learning,10/11/1379,Dutch,17088000,FALSE,44,1398
5998,Domenic_Harrison2058172144@mpibr.services,Domenic,Harrison,14.67,Male,Learning,7/5/1384,Japanese,13712387,FALSE,83,1400
5999,Rufus_Nayler400243701@iaart.property,Rufus,Nayler,19.32,Male,Decision Making,1/6/1381,Tamil,14949964,FALSE,119,1401
6000,Marina_Jefferson783264113@1kmd3.name,Marina,Jefferson,16.32,Female,Leadership,8/28/1381,Urdu,17429413,FALSE,91,1398
6001,Nick_Brown1155473044@bcfhs.info,Nick,Brown,15.33,Male,Learning,5/21/1380,Ukrainian,19178429,FALSE,93,1397
6002,Abbey_Lambert369007632@d9un8.info,Abbey,Lambert,17.25,Female,Time Management,5/28/1382,Thai,16150072,FALSE,40,1398
6003,Ethan_Mccormick1479578900@bqkv0.us,Ethan,Mccormick,20,Male,Time Management,6/27/1380,Ukrainian,13093428,FALSE,54,1398
6004,Jennifer_Tennant2024969869@bcfhs.autos,Jennifer,Tennant,13.3,Female,Learning,7/8/1380,Fula,17134540,FALSE,117,1399
6005,Henry_Wilde429966473@c2nyu.edu,Henry,Wilde,12.57,Male,Work Under Pressure,9/5/1378,Russian,14913507,FALSE,100,1398
6006,Charlize_Connell1718762439@mpibr.auction,Charlize,Connell,17.79,Female,Self-motivation,11/28/1378,Sundanese,12404724,FALSE,19,1397
6007,Alma_Shea2105743914@cdpfn.ca,Alma,Shea,15.72,Female,Conflict Resolution,4/1/1379,Chinese,12869064,FALSE,94,1398
6008,Rosalyn_Benson1612950455@gkvds.name,Rosalyn,Benson,19.46,Female,Adaptability,12/30/1380,Azerbaijani,11378121,FALSE,83,1397
6009,Bryon_Faulkner32995280@ag5wi.us,Bryon,Faulkner,19.42,Male,Communication,2/10/1384,French,17880814,FALSE,80,1400
6010,Chuck_Farrant13590038@yfxpw.audio,Chuck,Farrant,19.69,Male,Time Management,11/13/1380,Mandarin,13210808,FALSE,66,1399
6011,Anabelle_Grant1247480517@ohqqh.design,Anabelle,Grant,16.87,Female,Decision Making,9/7/1383,Mandarin,15248639,FALSE,16,1398
6012,Denny_Ashwell899818029@iaart.audio,Denny,Ashwell,14.5,Male,Decision Making,9/9/1377,Romanian,18266687,FALSE,9,1398
6013,Lindsay_Wood1702398252@ckzyi.works,Lindsay,Wood,16.21,Female,Learning,7/26/1382,Hungarian,15382904,FALSE,48,1398
6014,Iris_Thompson1257140222@nanoff.video,Iris,Thompson,14.16,Female,Learning,7/7/1384,Japanese,19519657,FALSE,74,1399
6015,Leah_Brooks942190819@qu9ml.info,Leah,Brooks,14.32,Female,Adaptability,5/13/1380,Japanese,15188578,FALSE,62,1398
6016,Havana_Denton233938704@c2nyu.business,Havana,Denton,14.54,Female,Time Management,2/8/1379,Hakka,15423855,FALSE,87,1399
6017,Paige_Hall95472059@v1wn5.website,Paige,Hall,15.46,Female,Learning,4/2/1380,Sindhi,16294689,FALSE,66,1397
6018,Claire_Coll1445060323@1wa8o.mobi,Claire,Coll,18.79,Female,Time Management,10/1/1381,French,18023373,FALSE,99,1398
6019,Ramon_Craig1061534602@kyb7t.works,Ramon,Craig,13.76,Male,Time Management,5/13/1378,Belarusian,13516442,FALSE,112,1400
6020,Hazel_Farrell716213018@yahoo.tech,Hazel,Farrell,14.32,Female,Adaptability,2/10/1380,Polish,13779675,FALSE,8,1401
6021,Domenic_Uttridge1842001398@gkvds.site,Domenic,Uttridge,12.38,Male,Work Under Pressure,3/18/1382,Spanish,12848128,FALSE,88,1400
6022,Gladys_Ellery2056359687@iaart.zone,Gladys,Ellery,16.02,Female,Decision Making,12/7/1381,Belarusian,13460376,FALSE,113,1399
6023,Josephine_Yard662747094@uagvw.solutions,Josephine,Yard,12.48,Female,Time Management,7/16/1383,Arabic,10978881,FALSE,46,1399
6024,Sofie_Wheeler48689984@qu9ml.catering,Sofie,Wheeler,16.16,Female,Learning,12/12/1383,Arabic,10529064,FALSE,112,1399
6025,Michelle_Edmonds509553395@xtwt3.store,Michelle,Edmonds,13.82,Female,Teamwork,9/20/1381,Vietnamese,16591738,FALSE,30,1398
6026,Lara_Edmonds624319790@crzq7.info,Lara,Edmonds,16.05,Female,Leadership,7/4/1380,Swedish,12482050,FALSE,96,1401
6027,Mayleen_Jarrett231807792@dbxli.info,Mayleen,Jarrett,12.05,Female,Conflict Resolution,3/9/1378,Assamese,17147175,FALSE,86,1398
6028,Janelle_Evans582801418@v1wn5.audio,Janelle,Evans,15.25,Female,Work Under Pressure,8/4/1378,Hakka,19503825,FALSE,18,1398
6029,Henry_Oldfield371240764@xqj6f.online,Henry,Oldfield,18.33,Male,Work Under Pressure,12/19/1383,Chinese,15427454,FALSE,94,1399
6030,Victoria_Rycroft2085577827@nanoff.biz,Victoria,Rycroft,19.86,Female,Work Under Pressure,6/21/1380,Hindi,19072414,FALSE,124,1401
6031,Hayden_Richards700452394@1kmd3.online,Hayden,Richards,17.3,Male,Leadership,12/25/1378,Wu,14133439,FALSE,48,1397
6032,Colleen_Payne1164030797@ds59r.property,Colleen,Payne,12.96,Female,Adaptability,10/11/1382,Russian,14961054,FALSE,40,1397
6033,Logan_Hunt1849660733@3wbkp.auction,Logan,Hunt,19.4,Male,Conflict Resolution,6/30/1380,Belarusian,11246672,FALSE,93,1398
6034,Alexander_Kerr913766326@ag5wi.works,Alexander,Kerr,18.4,Male,Time Management,8/29/1381,Italian,18917674,FALSE,128,1397
6035,Logan_Shields193998046@ag5wi.shop,Logan,Shields,19.83,Female,Leadership,5/16/1381,Chittagonian,14957088,FALSE,82,1397
6036,Benny_Randall695784217@crzq7.mobi,Benny,Randall,13.81,Male,Adaptability,8/27/1379,Turkish,15063862,FALSE,14,1400
6037,Valentina_Pratt1006230940@ohqqh.club,Valentina,Pratt,12.23,Female,Teamwork,9/9/1379,Urdu,13349195,FALSE,87,1399
6038,Juliette_Kirby1173063307@qu9ml.com,Juliette,Kirby,15.48,Female,Communication,5/26/1381,Sundanese,19825568,FALSE,34,1397
6039,Henry_Newton839009508@jcf8v.services,Henry,Newton,16.41,Male,Communication,8/9/1378,Nepali,17415945,FALSE,72,1399
6040,Isla_Olivier1642069989@uagvw.catering,Isla,Olivier,18.62,Female,Learning,8/23/1383,English,11529985,FALSE,14,1397
6041,Julius_Donnelly804887001@y96lx.website,Julius,Donnelly,19.43,Male,Decision Making,7/21/1382,Tamil,19818942,FALSE,117,1398
6042,Peter_Baker501929667@lhp4j.biz,Peter,Baker,12.03,Male,Time Management,9/28/1381,German,12404408,FALSE,104,1398
6043,Selena_Lynch1035387876@3wbkp.info,Selena,Lynch,18.58,Female,Work Under Pressure,6/18/1382,Thai,18740727,FALSE,36,1399
6044,Elijah_Oswald188233536@evyvh.audio,Elijah,Oswald,18.7,Male,Adaptability,12/10/1377,Thai,17506589,FALSE,9,1401
6045,Tyler_Seymour1267490717@kyb7t.biz,Tyler,Seymour,13.67,Male,Decision Making,2/17/1381,Urdu,12046611,FALSE,77,1399
6046,Melanie_Woodcock1031985274@p5emz.page,Melanie,Woodcock,16.62,Female,Work Under Pressure,5/13/1384,Hungarian,15826940,FALSE,56,1400
6047,Celia_Ring2096289976@crzq7.works,Celia,Ring,16.24,Female,Learning,1/22/1380,Assamese,19039718,FALSE,26,1399
6048,Agnes_Hunt1192784570@cke3u.software,Agnes,Hunt,16.84,Female,Teamwork,7/19/1377,English,14036518,FALSE,47,1401
6049,Maxwell_Murphy712183186@xtwt3.video,Maxwell,Murphy,16.83,Male,Communication,10/16/1379,Hindi,19980996,FALSE,41,1398
6050,Ethan_Irwin956663164@nanoff.works,Ethan,Irwin,15.84,Male,Learning,1/15/1381,Bengali,10347147,FALSE,35,1400
6051,Hank_Ross2087880756@nb44i.property,Hank,Ross,18.05,Male,Adaptability,7/1/1378,Bengali,17099971,FALSE,51,1400
6052,Tyler_Snell1140883027@yafr7.website,Tyler,Snell,15.55,Male,Communication,8/6/1378,Serbo-Croatian,15359952,FALSE,3,1398
6053,Doug_Dixon483983289@gkvds.press,Doug,Dixon,14.41,Male,Conflict Resolution,10/2/1378,Ukrainian,15994234,FALSE,15,1400
6054,Jacob_Niles1987951706@gkvds.zone,Jacob,Niles,15.64,Male,Adaptability,6/27/1384,Korean,11347818,FALSE,127,1401
6055,Tess_Morrison389001404@karnv.org,Tess,Morrison,17.47,Female,Conflict Resolution,4/27/1383,Hakka,16405175,FALSE,21,1397
